Stage Name,Full Name,Korean Name,K. Stage Name,Date of Birth,Group,Country,Second Country,Height,Weight,Birthplace,Other Group,Former Group,Gender,Position,Instagram,Twitter
Bora,Kim Bora,김보라,보라,3/3/99,Cherry Bullet,South Korea,,0,0,,,,F,,,
Jiwon,Heo Jiwon,허지원,지원,9/4/00,Cherry Bullet,South Korea,,0,0,,,,F,,,
Kokoro,Kato Kokoro,카토 코코로,코코로,11/1/00,,Japan,,0,0,,,Cherry Bullet,F,,,
Remi,Katsuno Rise,카츠노 리세,레미,4/26/01,Cherry Bullet,Japan,,0,0,,,,F,,,
Chaerin,Park Chaerin,박채린,채린,3/13/02,Cherry Bullet,South Korea,,0,0,,,,F,,,
May,Hirokawa Mao,히로카와 마오,메이,11/16/04,Cherry Bullet,Japan,,0,0,,,,F,,,
Lin Lin,Huang Ziting,황자정,린린,7/5/03,,Taiwan,,0,0,,,Cherry Bullet,F,,,
U-Know Yunho,Jung Yunho,정윤호,유노윤호,2/6/86,TVXQ,South Korea,,0,0,Gwangju,,,M,,,
Max Changmin,Shim Changmin,심창민,최강창민,2/18/88,TVXQ,South Korea,,0,0,Seoul,,,M,,,
Jaejoong,Kim Jaejoong,김재중,재중,1/26/86,JYJ,South Korea,,0,0,Gongju,,TVXQ,M,,,
Yoochun,Park Yoochun,박유천,유천,7/4/86,JYJ,South Korea,,0,0,Seoul,,TVXQ,M,,,
Xia Junsu,Kim Junsu,김준수,시아 준수,12/15/86,JYJ,South Korea,,0,0,,,TVXQ,M,,,
Euijin,Lee Euijin,이의진,의진,2/15/90,Bigflo,South Korea,,0,0,Seoul,,,M,,,
Sungmin,Oh Sungmin,오성민,성민,12/31/90,Bigflo,South Korea,,0,0,,,,M,,,
Lex,Jeon Hyungmin,전형민,렉스,1/12/93,Bigflo,South Korea,,0,0,,,,M,,,
St. Van,Lee Geumhyuk,이금혁,세인트 반,12/22/91,VAV,South Korea,,182,70,,,,M,,,
Baron,Choi Chunghyeop,최충협,바론,4/19/92,VAV,South Korea,,180,60,,,,M,,,
Ace,Jang Wooyoung,장우영,에이스,8/28/92,VAV,South Korea,,177,63,,,,M,,,
Ayno,Noh Yoonho,노윤호,에이노,5/1/96,VAV,South Korea,,183,61,,,,M,,,
Jacob,Zhang Peng,장펑,제이콥,9/7/96,VAV,China,,184,63,,,,M,,,
Lou,Kim Hosung,김호성,로우,12/21/96,VAV,South Korea,,187,69,,,,M,,,
Ziu,Park Heejun,박희준,지우,6/16/97,VAV,South Korea,,185,70,,,,M,,,
Hongjoong,Kim Hongjoong,김홍중,홍중,11/7/98,ATEEZ,South Korea,,171,0,,,,M,,,
Seonghwa,Park Seonghwa,박성화,성화,4/3/98,ATEEZ,South Korea,,178,0,Jinju,,,M,,,
Yunho,Jeong Yunho,정윤호,윤호,3/23/99,ATEEZ,South Korea,,184,0,Gwangju,,,M,,,
Yeosang,Kang Yeosang,강여상,여상,6/15/99,ATEEZ,South Korea,,173,0,Incheon,,,M,,,
San,Choi San,최산,산,7/10/99,ATEEZ,South Korea,,173,0,,,,M,,,
Mingi,Son Mingi,송민기,민기,8/9/99,ATEEZ,South Korea,,183,0,,,,M,,,
Wooyoung,Jung Wooyoung,정우영,우영,11/26/99,ATEEZ,South Korea,,172,0,,,,M,,,
Jongho,Choi Jongho,최종호,종호,10/12/00,ATEEZ,South Korea,,176,0,,,,M,,,
Narachan,Jung Hyunwoo,정현우,나라찬,9/23/96,MONT,South Korea,,178,58,,,,M,,,
Bitsaeon,Kim Sangyeon,김상연,빛새온,6/4/95,MONT,South Korea,,181,60,,,,M,,,
Roda,Shin Joongmin,신중민,로다,9/19/98,MONT,South Korea,,179,60,,,,M,,,
Yerim,Jeong Yerim,정예림,예림,3/10/97,Purplebeck,South Korea,,165,44,,,,F,,,
Yeowool,Ha Yeowool,하여울,여울,4/11/98,Purplebeck,South Korea,,163,46,,,,F,,,
Layeon,Lee Jimin,이지민,라연,8/13/98,Purplebeck,South Korea,,170,51,,,,F,,,
Mini,,,민이,6/12/00,Purplebeck,South Korea,,168,47,,,,F,,,
Seyeon,Park Seyeon,박세연,세연,5/6/01,Purplebeck,South Korea,,167,46,,,,F,,,
Yeji,Hwang Yeji,황예지,예지,5/26/00,ITZY,South Korea,,0,0,Seoul,,,F,,,
Lia,Choi Jisu,최지수,리아,7/21/00,ITZY,South Korea,,0,0,Incheon,,,F,,,
Ryujin,Shin Ryujin,신류진,류진,4/17/01,ITZY,South Korea,,0,0,Seoul,,,F,,,
Chaeryeong,Lee Chaeryeong,이채령,채령,6/5/01,ITZY,South Korea,,0,0,Yongin,,,F,,,
Yuna,Shin Yuna,신유나,유나,12/9/03,ITZY,South Korea,,0,0,Suwon,,,F,,,
Soobin,Choi Soobin,최수빈,수빈,12/5/00,TXT,South Korea,,184,65,,,,M,,,
Yeonjun,Choi Yeonjun,최연준,연준,9/13/99,TXT,South Korea,,183,63,,,,M,,,
Beomgyu,Choi Beomgyu,최범규,범규,3/13/01,TXT,South Korea,,0,0,,,,M,,,
Taehyun,Kang Taehyun,강태현,태현,2/5/02,TXT,South Korea,,0,0,,,,M,,,
Hueningkai,Kai Kamal Huening,카이 카말 휴닝,휴닝카이,8/14/02,TXT,USA,South Korea,0,0,,,,M,,,
Yongha,Yoo Yongha,유용하,용하,1/11/99,WEi,South Korea,,177,64,,,1the9,M,,,
Louis,Kim Taewoo,김태우,루이,4/23/99,BLANK2Y,South Korea,,172,62,,,1the9,M,,,
Seunghwan,Lee Seunghwan,이승환,승환,5/20/00,1the9,South Korea,,178,64,,,,M,,,
Yechan,Shin Yechan,신예찬,예찬,5/14/01,OMEGA X,South Korea,,183,64,Seoul,,1the9,M,,,
Junseo,Kim Junseo,김준서,준서,11/20/01,WEi,South Korea,,177,64,Ulsan,,1the9,M,,,
DY,Jeon Doyum,전도염,도염,2/21/02,JUST B,South Korea,,175,55,Daejeon,,1the9,M,,,
Jinsung,Jung Jinsung,정진성,진성,3/30/02,1the9,South Korea,,176,58,Seoul,,,M,,,
Taekhyeon,Jung Taekhyeon,정택현,택현,7/28/03,1the9,South Korea,,178,66,Gunpo,,,M,,,
Won,Park Sungwon,박성원,성원,12/18/03,Ciipher,South Korea,,177,58,Seoul,,1the9,M,,,
Youi,Kim Jihyeo,유아이,유아이,4/24/00,Dreamnote,South Korea,,163,45,,,,F,,,
Boni,Choi Euijeong,최의정,보니,10/30/99,Dreamnote,South Korea,,160,45,,,,F,,,
Lara,Moon Shinae,문신애,라라,8/9/00,Dreamnote,South Korea,,161,44,,,,F,,,
Miso,Jeon Jimin,전지민,미소,10/25/00,Dreamnote,South Korea,,160,43,,,,F,,,
Sumin,Park Sumin,박수민,수민,9/9/01,Dreamnote,South Korea,,166,46,,,,F,,,
Eunjo,Park Eunjo,박은조,은조,3/7/02,Dreamnote,South Korea,,164,46,,,,F,,,
Habin,Yoo Habin,유하빈,하빈,3/10/02,,South Korea,,165,48,,,Dreamnote,F,,,
Hanbyeol,Ahn Hanbyeol,안한별,한별,10/13/03,,South Korea,,166,44,,,Dreamnote,F,,,
Gaeul,Park Gaeul,박가을,가을,5/8/99,Favorite,South Korea,,164,48,Seoul,,,F,,,
Saebom,Kim Seyoung,김세영,새봄,1/13/95,Favorite,South Korea,,0,0,Gwacheon,,,F,,,
Seoyeon,Kim Minju,김민주,서연,11/26/95,Favorite,South Korea,,0,0,Gwacheon,,,F,,,
Sugyeong,Jo Sugyeong,조수경,수경,1/12/00,Favorite,South Korea,,0,0,Haenam,,,F,,,
Jeonghee,Go Jeonghee,고정희,정희,3/11/00,Favorite,South Korea,,0,0,Incheon,,,F,,,
Ahra,Go Ahra,고아라,아라,2/21/01,Favorite,South Korea,,0,0,Yeosu,,,F,,,
Dohee,Yoon Dohee,윤도희,도희,9/24/99,,South Korea,,0,0,,,NeonPunch,F,,,
E:U,Park Jiwon,박지원,이유,5/19/98,Everglow,South Korea,,0,0,,,,F,,,
Sihyeon,Kim Sihyeon,김시현,시현,8/5/99,Everglow,South Korea,,168,51,,,,F,,,
Mia,Han Eunji,한은지,미아,1/13/00,Everglow,South Korea,,0,0,,,,F,,,
Onda,Jo Selim,조세림,온다,5/18/00,Everglow,South Korea,,0,0,,,,F,,,
Aisha,Heo Yoorim,허유림,아샤,7/21/00,Everglow,South Korea,,0,0,,,,F,,,
Yiren,Wang Yiren,왕이런,이런,12/29/00,Everglow,China,,0,0,,,,F,,,
Rubin,Lee Haejoon,이해준,루빈,8/16/95,1TEAM,South Korea,,0,0,,,,M,,,
BC,Jin Sungho,진성호,비시,7/18/94,1TEAM,South Korea,,0,0,,,,M,,,
XEN,Lee Jinwoo,이진우,젠,2/20/98,OMEGA X,South Korea,,0,0,,,1TEAM,M,,,
Jehyun,Moon Jehyun,문제현,제현,4/20/99,OMEGA X,South Korea,,0,0,,,1TEAM,M,,,
Junghoon,Lee Junghoon,이정훈,정훈,7/4/00,1TEAM,South Korea,,0,0,,,,M,,,
Seungwoo,Han Seungwoo,한승우,승우,12/24/94,VICTON,South Korea,,0,0,,,X1,M,,,
Seungsik,Kang Seungsik,강승식,승식,4/16/95,VICTON,South Korea,,0,0,,,,M,,,
Heo Chan,Heo Chan,허찬,허찬,12/14/95,VICTON,South Korea,,0,0,,,,M,,,
Sejun,Lim Sejun,임세준,세준,5/4/96,VICTON,South Korea,,0,0,,,,M,,,
Hanse,Do Hanse,도한세,한세,9/25/97,VICTON,South Korea,,0,0,,,,M,,,
Byungchan,Choi Byungchan,최병찬,병찬,11/12/97,VICTON,South Korea,,0,0,,,,M,,,
Subin,Jung Subin,정수빈,수빈,4/5/99,VICTON,South Korea,,0,0,,,,M,,,
E.sol,Jeon Jaehyuk,전재혁,이솔,9/17/92,14U,South Korea,,0,0,,,,M,,,
Luha,Lee Gyeonghun,이경훈,루하,2/15/93,14U,South Korea,,0,0,,,,M,,,
Gohyeon,Go Hyeon,고현,고현,10/1/94,14U,South Korea,,0,0,,,,M,,,
B.S,Lee Youngsoo,이영수,비에스,4/14/95,14U,South Korea,,0,0,,,,M,,,
Loudi,Won Jihoon,원지훈,로우디,4/13/96,14U,Indonesia,"South Korea, China",0,0,,,,M,,,
Eunjae,Kwak Eunjae,곽은재,은재,5/2/96,14U,South Korea,,0,0,,,,M,,,
Woojoo,Kim Sangyoon,김상윤,우주,9/18/96,14U,South Korea,,0,0,,,,M,,,
Dohyuk,Kim Dohyuk,김도혁,도혁,1/16/98,14U,South Korea,,0,0,,,,M,,,
Hyunwoong,Kim Hyunwoong,김현웅,현웅,2/8/98,14U,South Korea,,0,0,,,,M,,,
Sejin,Lee Sejin,이세진,세진,7/22/99,14U,South Korea,,0,0,,,,M,,,
Youngwoong,Cho Youngwoon,조영웅,영웅,5/1/99,14U,South Korea,,0,0,,,,M,,,
Rio,Son Gwanghyuk,손광혁,리오,7/16/99,14U,South Korea,,0,0,,,,M,,,
Gyeongtae,Kwon Gyeongtae,권경태,경태,7/23/00,14U,South Korea,,0,0,,,,M,,,
Gun,Kwak Gun,곽건,건,9/29/01,14U,South Korea,,0,0,,,,M,,,
Seungjun,Ji Seungjun,지승준,승준,9/15/98,Astin,South Korea,,0,0,,,,M,,,
Jingyu,Lee Jingyu,이진규,진규,4/22/98,Astin,South Korea,,0,0,,,,M,,,
Hongil,Yoon Hongil,윤홍일,홍일,1/11/99,Astin,South Korea,,0,0,,,,M,,,
Junghun,Jang Junghun,장정훈,정훈,2/27/99,Astin,South Korea,,0,0,,,,M,,,
Yeram,Yang Yeram,양예람,예람,3/31/00,Astin,South Korea,,0,0,,,,M,,,
Mir,Lee Yoonsang,이윤상,미르,3/6/00,Astin,South Korea,,0,0,,,,M,,,
Hyeongseok,Chu Hyeongseok,추형석,형석,9/13/00,Astin,South Korea,,0,0,,,,M,,,
Hyunsuk,Choi Hyunsuk,최현석,현석,4/21/99,Treasure,South Korea,,0,0,Daegu,,,M,,,
Jihoon,Park Jihoon,박지훈,지훈,3/14/00,Treasure,South Korea,,0,0,Busan,,,M,,,
Yoshi,Kanemoto Yoshinori,카네모토 요시노리,요시,5/15/00,Treasure,Japan,,179,59,Kobe,,,M,,,
Junkyu,Kim Junkyu,김준규,준규,9/9/00,Treasure,South Korea,,0,0,,,,M,,,
Yoonbin,Ha Yoonbin,하윤빈,윤빈,12/11/00,,South Korea,,0,0,,,,M,,,
Mashiho,Takata Mashiho,타카타 마시호,마시호,3/25/01,Treasure,Japan,,0,0,,,,M,,,
Jaehyuk,Yoon Jaehyuk,윤재혁,재혁,7/23/01,Treasure,South Korea,,0,0,,,,M,,,
Asahi,Hanada Asahi,하나다 아사히,아사히,8/20/01,Treasure,Japan,,0,0,,,,M,,,
Yedam,Bang Yedam,방예담,예담,5/7/02,Treasure,South Korea,,0,0,,,,M,,,
Doyoung,Kim Doyoung,김도영,도영,12/4/03,Treasure,South Korea,,0,0,,,,M,,,
Haruto,Watanabe Haruto,와타나베 하루토,하루토,4/5/04,Treasure,Japan,,0,0,,,,M,,,
Jeongwoo,Park Jeongwoo,박정우,정우,9/28/04,Treasure,South Korea,,0,0,,,,M,,,
Hyunjun,Lee Hyunjun,이현준,현준,12/21/99,IZ,South Korea,,0,0,,,,M,,,
Jihoo,Lim Soojung,임수정,지후,8/5/98,IZ,South Korea,,0,0,,,,M,,,
Woosu,Kim Minseok,김민석,우수,11/23/99,IZ,South Korea,,0,0,,,,M,,,
Junyoung,Lee Junyoung,이준영,준영,9/23/00,IZ,South Korea,,0,0,,,,M,,,
Minjae,Jo Minjae,조민재,민재,8/8/94,Spectrum,South Korea,,0,0,,,,M,,,
Dongkyu,Moon Dongkyu,문동규,동규,11/16/92,Spectrum,South Korea,,0,0,,,,M,,,
Jaehan,Kim Jaehan,김재한,재한,7/1/95,OMEGA X,South Korea,,0,0,,,Spectrum,M,,,
Hwarang,Park Jonghan,박종찬,종찬,12/5/95,Spectrum,South Korea,,0,0,,,,M,,,
Villain,Lee Seunghyun,이승현,빌런,7/17/98,Spectrum,South Korea,,0,0,,,,M,,,
Eunjun,Choi Eunjun,최은준,은준,8/6/99,Spectrum,South Korea,,0,0,,,,M,,,
Hyunji,Kim Hyunji,김현지,현지,6/30/92,Hashtag,South Korea,,165,0,,,,F,,,
Sua,Yang Sua,양수아,수아,3/24/95,Hashtag,South Korea,,169,0,Gwangju,,,F,,,
Dajeong,Kim Dajeong,김다정,다정,8/8/95,Hashtag,South Korea,,170,0,Gwangju,,,F,,,
Seungmin,Lee Seungmin,이승민,승민,2/3/96,Hashtag,South Korea,,162,0,,,,F,,,
Subin,Oh Subin,오수빈,수빈,9/30/98,Hashtag,South Korea,,172,0,,,,F,,,
Sojin,Hong Sojin,홍소진,소진,9/24/99,Hashtag,South Korea,,163,0,,,,F,,,
Aeji,Kwon Aeji,권애지,애지,10/25/99,Hashtag,South Korea,,163,0,Daegu,,,F,,,
Yiyeon,Jung Dasol,정다솔,이연,5/28/95,BVNDIT,South Korea,,0,0,,,,F,,,
Songhee,Yoon Songhee,윤송희,송희,11/8/98,BVNDIT,South Korea,,0,0,,,,F,,,
Jungwoo,Uhm Jungwoo,엄정우,정우,4/2/99,BVNDIT,South Korea,,0,0,,,,F,,,
Simyeong,Lee Simyeong,이시명,시명,5/27/99,BVNDIT,South Korea,,0,0,,,,F,,,
Seungeun,Shim Seungeun,심승은,승은,12/27/00,BVNDIT,South Korea,,0,0,,,,F,,,
Laon,Shin Kyuhyun,신규현,라온,12/19/95,ENOi,South Korea,,177,60,,,,M,,,
Dojin,Jeon Yongtae,전용태,도진,3/7/97,ENOi,South Korea,,181,61,,,,M,,,
Hamin,Jo Hamin,조하민,하민,10/24/97,ENOi,South Korea,,183,65,,,,M,,,
Donghyuk,Park Donghyuk,박동혁,동혁,12/18/99,BLANK2Y,South Korea,,178,61,,,ENOi,M,,,
Kevin,Park Jinwoo,박진우,케빈,1/12/00,OMEGA X,South Korea,,167,51,,,ENOi,M,,,
Junghoon,Han Jeonghoon,한정훈,정훈,2/14/00,OMEGA X,South Korea,,177,61,,,ENOi,M,,,
Hyuk,Yang Hyuk,양혁,혁,3/15/00,OMEGA X,South Korea,,183,67,,,ENOi,M,,,
Ji Hansol,Ji Hansol,지한솔,지한솔,11/21/94,Newkidd,South Korea,,182,63,Busan,,UNB,M,,jisol_11,
Choi Jiann,Choi Jaewoo,최재우,최지안,9/30/97,Newkidd,South Korea,,175,0,,,,M,,,
Jinkwon,Kim Jinkwon,김진권,진권,1/31/01,Newkidd,South Korea,,0,0,,,,M,,,
Yunmin,Yun Min,윤민,윤민,2/26/01,Newkidd,South Korea,,0,0,,,,M,,,
Hwi,Jo Mingyu,조민규,휘,9/26/02,Newkidd,South Korea,,0,0,,,,M,,,
Woochul,Shin Woochul,신우철,우철,10/2/02,Newkidd,South Korea,,0,0,,,,M,,,
Seungchan,Kang Seungchan,강승찬,승찬,1/1/03,Newkidd,South Korea,,0,0,,,,M,,,
Cheongeum,Jang Cheongeum,장청음,청음,6/19/96,Ho1iday,South Korea,,0,0,,,,F,,,
Saebyeok,Shim Jaeyoung,심재영,새벽,11/9/96,Ho1iday,South Korea,,0,0,,,,F,,,
Heejoo,Jeon Heejoo,전희주,희주,11/30/96,Ho1iday,South Korea,,0,0,,,MyB,F,,,
Haru,Lee Yoojeong,이유정,하루,2/26/97,Ho1iday,South Korea,,164,0,,,MyB,F,,,
Dany,Jeon Eunji,전은지,다니,1/20/98,Ho1iday,South Korea,,0,0,,,,F,,,
BX,Lee Byounggon,이병곤,비엑스,3/5/98,CIX,South Korea,,180,61,Incheon,,,M,"Leader, Main Rapper",,
Seunghun,Kim Seunghun,김승훈,승훈,2/26/99,CIX,South Korea,,181,69,,,,M,,,
Yonghee,Kim Yonghee,김용희,용희,2/17/00,CIX,South Korea,,177,59,,,,M,,,
Hyunsuk,Yoon Hyunsuk,윤현석,현석,9/8/01,CIX,South Korea,,188,0,,,,M,,,
Jeon Woong,Jeon Woong,전웅,전웅,10/15/97,AB6IX,South Korea,,173,0,,,,M,,,
Seoham,Park Seoham,박서함,서함,10/28/93,KNK,South Korea,,190,70,,,,M,"Main Rapper, Sub Vocal",,
Dongwon,Lee Dongwon,이동원,동원,1/1/94,KNK,South Korea,,184,0,,,,M,,,
Inseong,Jeong Inseong,정인성,인성,7/1/94,KNK,South Korea,,183,71,,,,M,Main Vocal,,
Jihun,Kim Jihun,김지훈,지훈,2/20/95,KNK,South Korea,,186,73,,,,M,,,
Heejun,Oh Heejun,오희준,희준,5/8/96,KNK,South Korea,,180,61,,,,M,,,
Jiahn,Yoo Jiahn,유지안,지안,4/1/92,IN2IT,South Korea,,176,57,,,,M,,,
Yeontae,Jeong Yeontae,정연태,연태,7/6/92,IN2IT,South Korea,,178,58,,,,M,,,
Inho,Hwang Inho,황인호,인호,6/21/93,IN2IT,South Korea,,177,58,,,,M,,,
Hyunuk,Han Hyunuk,한현욱,현욱,9/26/94,IN2IT,South Korea,,179,63,,,,M,,,
Isaac,Voo Isaak,부 아이젝,아이젝,12/12/94,IN2IT,Malaysia,,176,56,,,,M,,,
Inpyo,Lee Inpyo,이인표,인표,8/14/95,IN2IT,South Korea,,182,66,,,,M,,,
Sunghyun,Kim Sunghyun,김성현,성현,3/16/96,IN2IT,South Korea,,186,71,,,,M,,,
Moonvok,Jang Moonvok,장문복,문복,4/11/95,Limitless,South Korea,,168,48,,,,M,,,
Hwichan,Lee Heechan,이휘찬,휘찬,4/18/96,Limitless,South Korea,,0,0,,OMEGA X,,M,,,
A.M,Seong Hyunwoo,성현우,에이엠,12/31/96,Limitless,South Korea,,181,62,,,,M,,,
Heeseok,Yun Heeseok,윤희석,희석,6/10/97,Limitless,South Korea,,180,61,,,,M,,,
Yoonji,,,윤지,7/21/98,Lusty,South Korea,,163,45,,,,F,"Rap, Leader",,
Harin,,,하린,11/21/95,Lusty,South Korea,,160,43,Seoul,,,F,Sub Vocal,,
Jinhui,,,진희,11/21/96,Lusty,South Korea,,160,42,Seongnam,,,F,Main Vocal,,
Isol,,,이솔,5/1/97,Lusty,South Korea,,166,48,Seoul,,,F,Main Vocal,,
Yeryung,,,예령,6/22/02,Lusty,South Korea,,169,49,Busan,,,F,Sub Vocal,,
Eson,Kim Jungmin,김정민,이슨,12/28/96,We In The Zone,South Korea,USA,177,63,Honolulu,,,M,Leader,,
Jooan,Im Jimyoung,임지명,주안,10/4/96,We In The Zone,South Korea,,173,58,Dongtan,,,M,,,
Kyeongheon,Yoon Kyeongheon,윤경헌,경헌,1/6/98,We In The Zone,South Korea,,175,60,Suncheon,,,M,,,
Min,Lee Mincheon,이민천,민,10/16/97,We In The Zone,South Korea,,171,50,Seoul,,,M,,,
Shihyun,Kim Shihyun,김시현,시현,5/6/98,We In The Zone,South Korea,,0,0,Changwon,,,M,,,
Yixuan,Zhou Yixuan,조이쉔,이쉔,12/11/90,UNIQ,China,,183,65,,,,M,,,
Sungjoo,Kim Sungjoo,김성주,성주,2/16/94,UNIQ,South Korea,,180,65,,,,M,,,
Wenhan,Li Wenhan,리원한,원한,7/22/94,UNIQ,China,,180,64,,,,M,,,
Seungyoon,Cho Seungyoon,조승연,승연,8/5/96,UNIQ,South Korea,,183,68,,,X1,M,,,
Yibo,Wang Yibo,왕이보,이보,8/5/97,UNIQ,China,,182,65,,,,M,,,
Yohan,Kim Yohan,김요한,요한,9/22/99,WEi,South Korea,,181,66,,,X1,M,,,
Junho,Cha Junho,차준호,준호,7/9/02,DRIPPIN,South Korea,,178,63,,,X1,M,,,
Dongpyo,Son Dongpyo,손동표,동표,9/9/02,Mirae,South Korea,,166,48,,,X1,M,,,
Minhee,Kang Minhee,강민희,민희,9/17/02,CRAVITY,South Korea,,185,58,,,X1,M,,,
Eunsang,Lee Eunsang,이은상,은상,10/26/02,YOUNITE,South Korea,,180,58,,,X1,M,,,
Hyeongjun,Song Hyeongjun,송형준,형준,11/30/02,CRAVITY,South Korea,,174,55,,,X1,M,,,
Dohyon,Nam Dohyon,남도현,도현,11/10/04,BAE173,South Korea,,180,62,,,X1,M,,,
Juri,Takahashi Juri,타카하시 쥬리,쥬리,10/3/97,Rocket Punch,Japan,,160,44,,,,F,,,
Yeonhee,Kim Yeonhee,김연희,연희,12/6/00,Rocket Punch,South Korea,,161,0,,,,F,,,
Suyun,Kim Suyun,김수윤,수윤,3/17/01,Rocket Punch,South Korea,,169,52,,,,F,,,
Yunkyung,Seo Yunkyung,서윤경,윤경,11/1/01,Rocket Punch,South Korea,,161,0,,,,F,,,
Sohee,Kim Sohee,김소희,소희,8/14/03,Rocket Punch,South Korea,,161,46,,,,F,,,
Dahyun,Jeong Dahyun,정다현,다현,4/29/05,Rocket Punch,South Korea,,160,0,,,,F,,,
Yeseo,Kang Yeseo,강예서,예서,8/22/05,Kep1er,South Korea,,157,0,,,Busters,F,,,
Wondae,Seol Wondae,설원대,원대,4/28/98,Dongkiz,South Korea,,180,63,,,,M,,,
Kyungyoon,Lee Kyungyoon,이경윤,경윤,2/21/00,Dongkiz,South Korea,,177,58,,,,M,,,
Munik,Jang Moonik,장문익,문익,3/20/01,Dongkiz,South Korea,,173,50,,,,M,,,
Jaechan,Park Jaechan,박재찬,재찬,12/6/01,Dongkiz,South Korea,,177,58,,,,M,,,
Jonghyeong,Kim Jonghyeong,김종형,종형,4/13/02,Dongkiz,South Korea,,178,65,,,,M,,,
Yonggeun,Jo Yonggeun,조용근,용근,1/23/95,D1CE,South Korea,,174,54,,,,M,,,
Hyunsoo,Kim Hyunsoo,김현수,현수,4/12/95,D1CE,South Korea,,176,60,,,,M,,,
Yoojun,Jun Yoojun,정유준,유준,7/26/95,D1CE,South Korea,,0,0,,,,M,,,
Woodam,Park Woodam,박우담,우담,8/2/95,D1CE,South Korea,,173,0,,,,M,,,
Jinyoung,Woo Jinyoung,우진영,진영,5/31/97,D1CE,South Korea,,170,51,,,,M,,,
Taedong,Kim Taedong,김태동,태동,11/7/97,OMEGA X,South Korea,,177,61,,,GIDONGDAE,M,,,
Yehyeon,Kim Yehyeon,김예현,예현,9/12/99,GIDONGDAE,South Korea,,176,63,,,,M,,,
Wonjin,Won Jin,원진,원진,1/1/03,GIDONGDAE,South Korea,,0,0,,,,M,,,
Youngho,Noh Youngho,노영호,영호,3/24/93,SIGNAL,South Korea,,0,0,,,,M,,,
Gihwan,Kim Gihwan,김기환,기환,11/24/93,SIGNAL,South Korea,,0,0,,,,M,,,
Kyuhwan,Lee Kyuhwan,이규환,규환,9/18/94,SIGNAL,South Korea,,0,0,,,E7,M,,,
Bokeun,Kim Bokeun,김복은,복은,10/12/94,SIGNAL,South Korea,,0,0,,,,M,,,
Aini,Kim Heejung,김희정,아이니,7/13/91,,South Korea,,163,44,,,Pink Fantasy,F,,,
Seea,Kang Eunyoung,강은영,시아,8/21/94,Pink Fantasy,South Korea,,160,43,,,,F,,,
Yechan,Kim Yechan,김예찬,예찬,11/26/95,Pink Fantasy,South Korea,,159,45,,,,F,,,
Daewang Nim,Daewang Nim,대왕님,대왕님,4/8/96,Pink Fantasy,South Korea,,162,49,,,,F,,,
Sanga,Lee Sanga,이상아,상아,8/5/99,,South Korea,,165,0,,,Pink Fantasy,F,,,
Yubin,Cho Yubin,조유빈,유빈,10/9/99,,South Korea,,156,40,,,Pink Fantasy,F,,,
Harin,Park Guenhye,박근혜,하린,5/26/00,Pink Fantasy,South Korea,,164,48,,,,F,,,
Arang,Park Yerim,박예림,아랑,1/22/01,Pink Fantasy,South Korea,,167,49,,,,F,,,
Heesun,Park Heesun,박희선,희선,1/25/05,Pink Fantasy,South Korea,,162,45,,,,F,,,
Lina,Oh Sejin,오세진,리나,7/27/97,ANS,South Korea,,0,0,,,,F,,,
Royeon,Jeon Hyunjoo,전현주,로연,2/20/98,ANS,South Korea,,0,0,,,,F,,,
Dalyn,Lee Sohyun,이소현,달린,8/27/99,ANS,South Korea,,0,0,,,,F,,,
Raon,Lee Seoyoung,이서영,라온,1/21/00,ANS,South Korea,,0,0,,,,F,,,
Bian,Yu Jiwon,유지원,비안,2/13/01,MAJORS,South Korea,,0,0,,,ANS,F,,,
Dami,Hong Dayoung,홍다영,담이,6/7/01,ANS,South Korea,,0,0,,,,F,,,
Doi,Kim Doi,김도이,도이,4/12/94,FANATICS,South Korea,,170,0,,,,F,,,
Sika,Ren Shika,렌 시카,시카,8/22/95,,China,,165,0,,,FANATICS,F,,,
Chaelin,Lee Chaelin,이채린,채린,10/20/99,FANATICS,South Korea,,162,47,,,,F,,,
Chiayi,Li Chiayi,지아이,지아이,1/22/00,FANATICS,Taiwan,,164,0,,FANATICS FLAVOR,,F,,,
Yoonhye,Jung Yoonhye,정윤혜,윤혜,10/4/01,FANATICS,South Korea,,173,0,,FANATICS FLAVOR,,F,,,
Doah,Kim Doah,김도아,도아,12/4/03,FANATICS,South Korea,,163,42,,FANATICS FLAVOR,,F,,,
Loha,Kang Yejin,강예진,로하,12/27/01,Nature,South Korea,,171,0,,,,F,,,
Yunji,Kim Yunji,김윤지,윤지,8/26/96,ARIAZ,South Korea,,0,0,,,,F,,,
Dawon,Lee Dawon,이다원,다원,12/2/96,ARIAZ,South Korea,,0,0,,,,F,,,
Sihyeon,Kang Sihyeon,강시현,시현,7/15/98,ARIAZ,South Korea,,0,0,,,,F,,,
Yeori,Choi Yeori,최여리,여리,9/8/99,ARIAZ,South Korea,,0,0,,,,F,,,
Hyogyeong,Jang Hyogyeong,장효경,효경,11/15/99,ARIAZ,South Korea,,0,0,,,,F,,,
Jueun,Jo Jueun,조주은,주은,1/27/01,ARIAZ,South Korea,,0,0,,,,F,,,
Yurim,Park Yurim,박유림,유림,4/13/98,3YE,South Korea,,164,0,,,Apple.B,F,,,
